gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,Churn
Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,94.6,Unsubscribed
Male,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,94.7,Subscriber
Male,No,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic check,94.25,Unsubscribed
Male,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Credit card (automatic),72.45,Unsubscribed
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,74.95,Subscriber
Female,No,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,105.2,Unsubscribed
Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),111.95,Subscriber
Male,No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.85,Subscriber
Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,89.75,Subscriber
Male,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.05,Subscriber
Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Electronic check,108.95,Subscriber
Male,No,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.65,Subscriber
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,24.9,Subscriber
Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Electronic check,82.85,Unsubscribed
Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),93.2,Subscriber
Female,No,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Bank transfer (automatic),84.8,Subscriber
Male,Yes,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Electronic check,71.75,Subscriber
Male,No,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),30.35,Subscriber
Male,No,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),54.85,Subscriber
Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,Subscriber
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,103.85,Unsubscribed
Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.2,Subscriber
Female,No,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.35,Subscriber
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,83.6,Unsubscribed
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Electronic check,100.65,Subscriber
Female,No,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Credit card (automatic),94.1,Subscriber
Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Electronic check,74.55,Subscriber
Male,No,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,108.45,Unsubscribed
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Electronic check,56.15,Subscriber
Male,No,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.35,Subscriber
Female,No,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Electronic check,80.55,Subscriber
Female,No,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Mailed check,61.25,Subscriber
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,Subscriber
Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),18.9,Subscriber
Female,Yes,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.6,Subscriber
Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Credit card (automatic),91.5,Unsubscribed
Female,No,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),45.2,Subscriber
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,Subscriber
Male,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.45,Subscriber
Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),80.85,Unsubscribed
Male,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Mailed check,94.9,Subscriber
Female,No,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),49.05,Unsubscribed
Female,Yes,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Mailed check,29.3,Subscriber
Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,105.3,Unsubscribed
Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,88.95,Unsubscribed
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.25,Subscriber
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,110.85,Unsubscribed
Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,110.5,Subscriber
Male,Yes,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),109.4,Subscriber
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.2,Unsubscribed
Male,Yes,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),36.5,Unsubscribed
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,70.75,Unsubscribed
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,Subscriber
Female,Yes,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.6,Subscriber
Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Mailed check,40.15,Unsubscribed
Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,76.6,Subscriber
Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.6,Subscriber
Female,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),85.3,Subscriber
Male,No,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Electronic check,65.85,Subscriber
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,94.45,Unsubscribed
Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,Subscriber
Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Bank transfer (automatic),99.4,Subscriber
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,Subscriber
Female,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Electronic check,78.45,Subscriber
Female,No,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,25.1,Subscriber
Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),97.35,Unsubscribed
Female,No,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Electronic check,55.0,Subscriber
Female,No,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Credit card (automatic),71.1,Subscriber
Male,No,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Credit card (automatic),61.55,Subscriber
Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),45.9,Subscriber
Female,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Bank transfer (automatic),40.3,Subscriber
Female,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,87.1,Subscriber
Female,No,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,49.5,Subscriber
Female,Yes,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Credit card (automatic),73.8,Subscriber
Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.2,Subscriber
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Mailed check,45.3,Unsubscribed
Male,No,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,25.0,Subscriber
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,94.95,Unsubscribed
Male,No,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Mailed check,35.3,Subscriber
Female,No,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,44.55,Unsubscribed
Male,No,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),76.75,Subscriber
Male,No,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),81.0,Subscriber
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),105.55,Subscriber
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,18.8,Subscriber
Female,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,24.9,Subscriber
Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,23.45,Unsubscribed
Female,No,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Mailed check,64.9,Subscriber
Female,No,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Bank transfer (automatic),61.35,Subscriber
Female,No,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,113.95,Subscriber
Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,90.15,Subscriber
Female,No,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Electronic check,54.1,Subscriber
Male,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Mailed check,29.7,Unsubscribed
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Credit card (automatic),49.8,Subscriber
Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,101.1,Unsubscribed
Male,Yes,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.4,Subscriber
Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),95.0,Subscriber
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,50.65,Unsubscribed
Male,No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Mailed check,69.9,Subscriber
Male,No,No,Yes,26,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Bank transfer (automatic),39.95,Subscriber
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Electronic check,55.4,Unsubscribed
Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,90.6,Unsubscribed
Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),103.25,Subscriber
Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Mailed check,86.85,Unsubscribed
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Bank transfer (automatic),94.25,Subscriber
Female,No,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Electronic check,47.05,Subscriber
Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.55,Subscriber
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,Subscriber
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,70.2,Subscriber
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit card (automatic),81.0,Subscriber
Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Bank transfer (automatic),75.9,Subscriber
Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,Subscriber
Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),99.05,Unsubscribed
Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),110.25,Subscriber
Female,No,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),85.0,Subscriber
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.75,Subscriber
Female,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,23.9,Subscriber
Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Credit card (automatic),111.25,Unsubscribed
Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Mailed check,55.1,Unsubscribed
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,Subscriber
Male,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,25.15,Subscriber
Female,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Mailed check,54.15,Subscriber
Female,No,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Mailed check,59.8,Subscriber
Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),83.85,Subscriber
Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Electronic check,104.9,Subscriber
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,75.3,Subscriber
Male,No,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Electronic check,66.65,Subscriber
Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),109.5,Subscriber
Female,No,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Bank transfer (automatic),73.85,Subscriber
Male,No,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.3,Subscriber
Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Electronic check,118.2,Subscriber
Female,No,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,Credit card (automatic),51.45,Subscriber
Male,No,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,59.45,Subscriber
Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.5,Subscriber
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.55,Subscriber
Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Electronic check,93.55,Subscriber
Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Mailed check,59.3,Subscriber
Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),102.25,Unsubscribed
Male,Yes,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),95.9,Unsubscribed
Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Bank transfer (automatic),109.8,Subscriber
Female,No,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,78.1,Subscriber
Male,No,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Electronic check,39.9,Subscriber
Female,No,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Credit card (automatic),64.9,Subscriber
Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Electronic check,95.05,Unsubscribed
Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Credit card (automatic),53.4,Subscriber
Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Credit card (automatic),24.9,Subscriber
Male,Yes,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Credit card (automatic),44.7,Subscriber
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.0,Subscriber
Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.25,Subscriber
Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Credit card (automatic),53.85,Unsubscribed
Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),83.85,Subscriber
Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.2,Subscriber
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,Subscriber
Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,104.2,Unsubscribed
Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Electronic check,50.25,Unsubscribed
Male,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.35,Subscriber
Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Electronic check,90.0,Subscriber
Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),54.2,Subscriber
Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,99.5,Unsubscribed
Female,Yes,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Mailed check,99.1,Subscriber
Female,No,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Mailed check,66.9,Subscriber
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,Mailed check,25.85,Subscriber
Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,91.05,Subscriber
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,71.0,Unsubscribed
Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Credit card (automatic),93.2,Unsubscribed
Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.95,Subscriber
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),109.2,Subscriber
Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.35,Unsubscribed
Female,Yes,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Credit card (automatic),85.8,Subscriber
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,Unsubscribed
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.65,Subscriber
Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,Subscriber
Female,No,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),89.65,Subscriber
Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Mailed check,74.35,Subscriber
Female,Yes,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Credit card (automatic),49.45,Subscriber
Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,89.1,Subscriber
Male,Yes,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Credit card (automatic),75.15,Subscriber
Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,70.65,Subscriber
Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Electronic check,104.2,Unsubscribed
Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Electronic check,90.05,Subscriber
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,79.25,Unsubscribed
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Bank transfer (automatic),44.9,Unsubscribed
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.4,Subscriber
Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),88.75,Subscriber
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,70.1,Unsubscribed
Male,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Credit card (automatic),91.0,Subscriber
Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Electronic check,29.65,Unsubscribed
Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Electronic check,90.8,Subscriber
Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,77.85,Unsubscribed
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Electronic check,54.3,Unsubscribed
Female,Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,18.95,Subscriber
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),95.15,Unsubscribed
Female,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Bank transfer (automatic),102.4,Subscriber
Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Electronic check,99.9,Subscriber
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),88.7,Subscriber
Male,No,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Electronic check,54.3,Subscriber
Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Bank transfer (automatic),55.7,Subscriber
Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Electronic check,103.95,Subscriber
Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),110.85,Unsubscribed
Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.15,Subscriber
Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,Subscriber
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),91.95,Subscriber
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,80.5,Unsubscribed
